"","X","word","score","prior","likelihood","pword","posterior"
"1",30,"hand",1.66,0.0382688480021725,1,0.0382688480021725,0.68796992481203
"2",29,"hair",3.66,0.0173569092031711,1,0.0173569092031711,0.31203007518797
