"","X","word","score","invscore","prior","likelihood","pword","posterior"
"1",15,"iowa",3.94,0.253807106598985,0.02,1,0.02,0.333333333333333
"2",35,"ohio",3.12,0.32051282051282,0.02,1,0.02,0.333333333333333
"3",44,"utah",7,0.142857142857143,0.02,1,0.02,0.333333333333333
