session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
62b451905b99445ab27e7ab0,5ed5dd613d9641174b5b8057,APPROVED,2022-06-23 11:42:12.717000,2022-06-23 12:01:28.951000,1156.234,24,47,0,100,2022-06-23 12:21:51.504000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Female,Yes
62b45d133c5824a7b459f86f,62b43a0adc0a6f59680355a3,APPROVED,2022-06-23 12:31:18.187000,2022-06-23 12:49:29.248000,1091.061,26,145,0,100,2022-06-23 12:57:26.216000,49E292D8,United States,United States,Part-Time,English,United States,Male,No
62b45ddf3b112a37dfd7dcd7,5ef9f528c7ae587afa25fe9b,APPROVED,2022-06-23 12:34:44.612000,2022-06-23 12:52:48.848000,1084.236,50,577,0,100,2022-06-23 12:57:25.758000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
62b45e08d71761ee437f9a09,6105b1b285e91680458bd341,APPROVED,2022-06-23 12:35:26.197000,2022-06-23 12:53:54.067000,1107.87,47,1046,3,100,2022-06-23 12:57:25.221000,49E292D8,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
62b45e8487ce0c8dd83f1d2c,616f727b03e888e0f8213eec,APPROVED,2022-06-23 12:37:29.097000,2022-06-23 12:57:54.456000,1225.359,30,799,1,100,2022-06-23 13:45:47.619000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
62b46eebf190a65774438091,5d54b73f1c1de70015d50959,APPROVED,2022-06-23 13:47:27.785000,2022-06-23 14:11:48.897000,1461.112,39,1691,4,100,2022-06-23 14:16:56.085000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Female,No
62b46f0e2d865acc1e3ef6ed,5c005292232b6c000122198c,APPROVED,2022-06-23 13:51:45.869000,2022-06-23 14:10:22.676000,1116.807,50,886,4,99,2022-06-23 14:16:57.994000,49E292D8,United States,United States,Part-Time,English,United States,Female,No
62b46f14ddb3fdf0d314279f,628515aaba4ade2e7ed638a3,APPROVED,2022-06-23 13:48:08.149000,2022-06-23 14:00:36.172000,748.023,29,142,1,100,2022-06-23 14:06:27.135000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Male,Yes
62b46f15e27d3ec05f59182b,59e833e72f63d30001c8fb86,APPROVED,2022-06-23 13:48:09.609000,2022-06-23 14:03:14.224000,904.615,34,2645,1,100,2022-06-23 14:06:26.086000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
62b46f1b2cc6c9fe60aed5a7,61606ca0e39e4d7dd5255b84,APPROVED,2022-06-23 13:48:17.629000,2022-06-23 14:07:57.336000,1179.707,39,191,0,100,2022-06-23 14:16:56.922000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
