session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
62c47c6f8784b198bfb4e198,5dbaded2af6b8e0e8c3632ed,RETURNED,2022-07-05 18:01:24.225000,,431751.809344,42,1945,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62c47c73927c11a50d194377,60ca4cfb5c287146cad0695a,APPROVED,2022-07-05 18:01:25.991000,2022-07-05 18:32:02.867000,1836.876,38,1876,9,99,2022-07-05 21:29:57.198000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
62c47c73c1f8e62fa2b4e164,607f2422bed40ea3005ec422,APPROVED,2022-07-05 18:01:32.335000,2022-07-05 18:17:12.656000,940.321,43,1108,3,100,2022-07-05 21:29:57.296000,49E292D8,United States,United States,Other,English,United States,Female,Yes
62c47c74c1c3df0a3a72de9c,60e4c09a4b30f16f5a1053e7,TIMED-OUT,2022-07-05 18:01:27.021000,,431749.05194,65,1500,11,99,,,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
62c481938f660d5ab974f59f,5d127351768ee30019d6231f,APPROVED,2022-07-05 18:23:17.410000,2022-07-05 19:11:25.458000,2888.048,31,245,2,99,2022-07-05 21:29:57.379000,NOCODE,United States,United States,Full-Time,English,United States,Female,Yes
62c48dbfc8c0829fba72de90,5f0f18665f351603c353485f,APPROVED,2022-07-05 19:15:17.101000,2022-07-05 19:34:57.091000,1179.99,24,221,0,100,2022-07-05 21:29:57.472000,49E292D8,United States,United States,Part-Time,English,United States,Male,Yes
62c4ad50e47710ad0c48cfc2,5aeb8db38db5b00001ad8d26,APPROVED,2022-07-05 21:29:57.059000,2022-07-05 21:41:01.488000,664.429,33,1363,8,98,2022-07-06 06:51:29.272000,49E292D8,United States,United States,Part-Time,English,United States,Male,No
62c4ad528af6cc401ef6d405,60a62be8b05e850a2a608d02,APPROVED,2022-07-05 21:30:04.401000,2022-07-05 21:57:40.303000,1655.902,20,175,2,98,2022-07-06 06:51:29.326000,49E292D8,United States,United States,Unemployed (and job seeking),English,United States,Male,No
62c4ad5339614b753660b825,5d730a3cf37bfe0001ff031a,APPROVED,2022-07-05 21:30:59.553000,2022-07-05 21:55:01.345000,1441.792,56,2421,1,100,2022-07-06 06:51:29.381000,49E292D8,United States,United States,Unemployed (and job seeking),English,United States,Male,No
62c4ad540d0dfa6aa3f6d406,61452bbe86c21c0347085911,APPROVED,2022-07-05 21:30:28.367000,2022-07-05 22:04:52.186000,2063.819,27,844,2,100,2022-07-06 06:51:29.436000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
62c4ad557b875c40c1b91f1a,5d6141608a11df001a477fbe,APPROVED,2022-07-05 21:29:57.440000,2022-07-05 22:16:56.499000,2819.059,44,3046,26,98,2022-07-06 06:51:29.493000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
62c4ad55ea5a22ea14f3dbd4,62976e7114308ee7c69d10ae,APPROVED,2022-07-05 21:29:57.762000,2022-07-05 21:41:26.682000,688.92,39,232,1,100,2022-07-06 06:51:29.550000,49E292D8,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,No
62c5051922e2dcc28ea2e549,6090578fb2299eacaec32b7a,APPROVED,2022-07-06 03:44:25.398000,2022-07-06 04:12:31.849000,1686.451,27,1445,0,100,2022-07-06 06:51:29.604000,49E292D8,United States,United States,Unemployed (and job seeking),English,United States,Female,No
62c50523b89df9769875a7b5,6293d03cbb8e035640e637a9,APPROVED,2022-07-06 03:44:37.882000,2022-07-06 04:02:34.733000,1076.851,19,289,0,100,2022-07-06 06:51:29.662000,49E292D8,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,Yes
62c505251a12537931e36d3f,62bdad093f129a724c4dd7b2,APPROVED,2022-07-06 03:44:37.388000,2022-07-06 04:42:20.251000,3462.863,29,95,0,100,2022-07-06 06:51:29.719000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
62c5052849f9067f5fb487a8,5c9c3ae2d40ce20014233de6,APPROVED,2022-07-06 03:45:23.953000,2022-07-06 04:05:39.073000,1215.12,34,1847,2,100,2022-07-06 06:51:29.771000,49E292D8,United States,United States,Part-Time,English,United States,Male,No
62c505286eb3c36582ba96ba,5d3a3fb79f1307000130bc0d,APPROVED,2022-07-06 03:44:43.693000,2022-07-06 04:01:15.822000,992.129,21,516,4,99,2022-07-06 06:51:29.825000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
62c505296c413e9ee0c36677,628494ff07588fd08c37117b,APPROVED,2022-07-06 03:44:54.766000,2022-07-06 04:05:54.755000,1259.989,29,272,0,100,2022-07-06 06:51:29.882000,49E292D8,United States,United States,Part-Time,English,United States,Female,No
62c50529b13b88673919436a,5e1f7b2a4c9b832b34e7c9d3,APPROVED,2022-07-06 03:44:46.133000,2022-07-06 04:03:15.037000,1108.904,30,473,4,99,2022-07-06 06:51:29.936000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
62c5052a579c202a316dafa9,5fadd628cd4e9e1c42dab969,APPROVED,2022-07-06 03:48:19.456000,2022-07-06 04:19:31.980000,1872.524,36,1179,1,100,2022-07-06 06:51:29.989000,49E292D8,United States,United States,Other,English,United States,Female,No
62c5052b6c413e9ee0c36678,5e9a581b02672c0f77c9d04f,APPROVED,2022-07-06 03:44:45.891000,2022-07-06 04:01:55.537000,1029.646,20,203,0,100,2022-07-06 06:51:30.042000,49E292D8,United States,United States,Other,English,United States,Male,Yes
62c5052c0e461a328fd9d101,6108295fdd0270d7544b5a8a,APPROVED,2022-07-06 03:45:00.531000,2022-07-06 04:00:55.559000,955.028,32,1386,3,100,2022-07-06 06:51:30.098000,49E292D8,United States,United States,Unemployed (and job seeking),English,United States,Female,No
62c5052d75ea2e82b1ba96c7,5f44c445cfb0a801244f652f,APPROVED,2022-07-06 03:44:45.769000,2022-07-06 04:08:13.129000,1407.36,32,2303,6,100,2022-07-06 06:51:30.152000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Male,No
62c5052e19868d37807b8cdc,60f6132952a37df66a042ef4,APPROVED,2022-07-06 03:44:46.835000,2022-07-06 04:21:42.410000,2215.575,28,814,0,100,2022-07-06 06:51:30.207000,49E292D8,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,No
62c5052e62e8a0fada72de84,5d6513f46f5284000118ef1d,APPROVED,2022-07-06 03:44:46.498000,2022-07-06 04:12:18.686000,1652.188,23,969,0,100,2022-07-06 06:51:30.262000,NOCODE,United States,United States,Unemployed (and job seeking),English,United States,Male,Yes
62c5052f1a12537931e36d40,5914b7b50a4b9d0001add64f,APPROVED,2022-07-06 03:44:48.855000,2022-07-06 03:56:25.581000,696.726,34,1305,4,100,2022-07-06 06:51:30.314000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
62c5052f76ce366febf2d361,62c3430ae19d78462af9e743,RETURNED,2022-07-06 03:44:47.051000,,396749.302283,36,65,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62c505302f2b4872f47b8cda,5cbe04b4f429ff00159de30e,APPROVED,2022-07-06 03:46:29.408000,2022-07-06 04:11:10.334000,1480.926,36,3011,8,100,2022-07-06 06:51:30.373000,49E292D8,Zimbabwe,United States,DATA EXPIRED,English,United States,Female,No
62c50530e67592b184f3eea7,6272eccadd98507271a651c7,APPROVED,2022-07-06 03:44:59.224000,2022-07-06 04:02:01.102000,1021.878,42,659,0,100,2022-07-06 06:51:30.429000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
62c505313d59c85780f3dbbc,62728f0c68b9ecf571a2dbd4,APPROVED,2022-07-06 03:44:53.337000,2022-07-06 04:09:38.502000,1485.165,38,484,0,100,2022-07-06 06:51:30.483000,49E292D8,United States,United States,Part-Time,English,United States,Male,No
62c5053156beb974b5129e59,6025b3681ff1521a3369dffe,APPROVED,2022-07-06 03:44:53.753000,2022-07-06 04:06:01.028000,1267.275,21,1128,5,100,2022-07-06 06:51:30.536000,49E292D8,United States,United States,Part-Time,English,United States,Female,Yes
62c50532be1653ca4048cfca,5f0a7dec44c42c19a6c9f6d9,APPROVED,2022-07-06 03:44:50.608000,2022-07-06 04:20:14.821000,2124.213,34,2007,3,100,2022-07-06 06:51:30.593000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
62c50532d4c1f04063af4ec8,62b0ff84054c6ca32f481c65,APPROVED,2022-07-06 03:44:50.864000,2022-07-06 04:10:41.283000,1550.419,43,176,0,100,2022-07-06 06:51:30.649000,49E292D8,United States,United States,Full-Time,English,United States,Female,No
62c505350e461a328fd9d102,5d51ffd641a6aa0019ca73df,APPROVED,2022-07-06 03:44:57.450000,2022-07-06 03:59:42.347000,884.897,45,460,0,100,2022-07-06 06:51:30.703000,49E292D8,United States,United States,Unemployed (and job seeking),English,United States,Male,No
62c50536579c202a316dafaa,5fc1fd0f60e49e305afcc6a5,APPROVED,2022-07-06 03:44:57.405000,2022-07-06 04:07:51.759000,1374.354,24,464,1,100,2022-07-06 06:51:30.756000,49E292D8,United States,United States,Unemployed (and job seeking),English,United States,Male,No
62c5053676ce366febf2d362,62a8dffe33241f48b53d95c9,APPROVED,2022-07-06 03:45:03.045000,2022-07-06 04:11:15.224000,1572.179,22,191,0,100,2022-07-06 06:51:30.812000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
