session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
62c2fc4e2f17d2be1aa90da5,628ff919d843cc2a752e489a,APPROVED,2022-07-04 14:43:25.586000,2022-07-04 15:10:18.059000,1612.473,23,266,0,100,2022-07-04 21:17:09.090000,49E292D8,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,No
62c2fc508e4b3baa962bd6ce,6272919c35ab7659d0754c07,APPROVED,2022-07-04 14:42:28.976000,2022-07-04 15:09:57.407000,1648.431,46,442,2,100,2022-07-04 21:17:09.149000,49E292D8,United States,United States,Full-Time,English,United States,Male,Yes
62c2fc51110c351f9c6d3571,5f636ecb4ea0bf03d640028f,RETURNED,2022-07-04 14:42:25.775000,,529919.315147,40,1767,6,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62c3039724c54a1265bd6b22,5c40bb8880392f00015e8910,APPROVED,2022-07-04 15:13:27.479000,2022-07-04 15:35:30.930000,1323.451,54,1652,0,100,2022-07-04 21:17:09.205000,49E292D8,United States,United States,Unemployed (and job seeking),English,United States,Female,No
62c3039f8fae32e4ded30cad,6266a849331cc893a5b22cf6,APPROVED,2022-07-04 15:13:39.324000,2022-07-04 15:31:43.409000,1084.085,54,646,1,100,2022-07-04 21:17:09.259000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
62c303afcf34f181d76d3578,5f0550bf5819b18476ee8343,APPROVED,2022-07-04 15:13:55.122000,2022-07-04 15:39:17.721000,1522.599,69,2055,0,100,2022-07-04 21:17:09.309000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Female,No
62c303ca75973e6d88e0a8c0,6085bf84bb0ce00524154c60,APPROVED,2022-07-04 15:14:21.684000,2022-07-04 15:32:01.007000,1059.323,50,1684,2,100,2022-07-04 21:17:09.362000,No code,United States,United States,Full-Time,English,United States,Female,No
62c303cb16275070bb86c76c,5ccba9db385fbf0001f55fd6,APPROVED,2022-07-04 15:14:22.455000,2022-07-04 15:36:28.596000,1326.141,34,616,1,100,2022-07-04 21:17:09.412000,49E292D8,United States,United States,Unemployed (and job seeking),English,United States,Female,Yes
62c3040cc0b0c63c7b061825,62bbcbd9e9b660b134f2a747,RETURNED,2022-07-04 15:15:28.356000,,527936.824476,18,29,1,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62c308787c92b5cb4e22786e,60b3e6ad448226548d21fc4d,APPROVED,2022-07-04 15:34:16.950000,2022-07-04 15:59:00.092000,1483.142,52,1881,1,100,2022-07-04 21:17:09.467000,49E292D8,United States,United States,Part-Time,English,United States,Female,DATA EXPIRED
62c31746494e186a5c617427,5e2d96d3bc554937d1b3917a,APPROVED,2022-07-04 16:37:28.409000,2022-07-04 16:55:03.468000,1055.059,65,2056,11,99,2022-07-04 21:17:09.520000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
62c31749e7452ef77174dba7,57bf14513c449a000189c89a,APPROVED,2022-07-04 16:37:29.729000,2022-07-04 17:28:45.077000,3075.348,68,2496,0,100,2022-07-04 21:17:09.576000,NOCODE,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,No
62c3174d3246909112e4626c,60e45acbc927879ccc9637c4,APPROVED,2022-07-04 16:37:41.121000,2022-07-04 17:10:33.674000,1972.553,67,1611,3,100,2022-07-04 21:17:09.629000,49E292D8,United States,United States,Full-Time,English,United States,Female,No
62c3174eda137f56787321f1,5fdfb7d6e1442280fc095a66,APPROVED,2022-07-04 16:37:37.265000,2022-07-04 17:04:16.285000,1599.02,30,2863,5,100,2022-07-04 17:27:53.469000,NOCODE,United States,United States,Full-Time,English,United States,Male,No
62c31751599222c87efa6f9e,5ae59f8cc3c3ab00018f7185,APPROVED,2022-07-04 16:45:55.408000,2022-07-04 17:06:38.603000,1243.195,,2001,3,100,2022-07-04 21:17:09.687000,49E292D8,United States,United States,Full-Time,English,United States,Female,No
62c31f768776e3214bcbe6d6,6056962634a5230dacdb63fc,APPROVED,2022-07-04 17:12:26.533000,2022-07-04 17:34:17.578000,1311.045,61,1691,0,100,2022-07-04 21:17:09.741000,49E292D8,United States,United States,Part-Time,English,United States,Male,No
62c31f7c888575a1adc0a9d6,59d8ae913e5ea00001e1d05f,APPROVED,2022-07-04 17:12:28.917000,2022-07-04 17:44:56.975000,1948.058,33,2862,0,100,2022-07-04 21:17:09.794000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Male,No
62c31f7e1ed3d612dadb5979,55b2d3f2fdf99b525bc839aa,APPROVED,2022-07-04 17:12:35.864000,2022-07-04 17:40:22.438000,1666.574,35,532,0,100,2022-07-04 21:17:09.850000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
62c31f8660ef3589bd2a8c91,62963b6ead5392873d7d9fe8,APPROVED,2022-07-04 17:12:45.368000,2022-07-04 17:49:34.221000,2208.853,60,194,1,100,2022-07-04 21:17:09.903000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Female,No
62c31f87e8c56a55a35a2c7b,601e1253bbecc3279e4fb472,APPROVED,2022-07-04 17:12:42.160000,2022-07-04 17:45:27.454000,1965.294,39,2336,9,99,2022-07-04 21:17:09.957000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
62c333182282b79ac23f1f42,5dcf7b49523df00ae9c4e07e,APPROVED,2022-07-04 18:36:10.543000,2022-07-04 18:51:57.622000,947.079,28,2476,14,98,2022-07-04 21:17:10.009000,49E292D8,United States,United States,Due to start a new job within the next month,English,United States,Female,No
62c3332002aee69105627265,62b473736986d2b27c1427d2,RETURNED,2022-07-04 18:36:22.520000,,515882.835491,81,112,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62c33322821b16e0b7227870,615ddab1e4f013092538b6c5,APPROVED,2022-07-04 18:36:20.742000,2022-07-04 19:09:24.956000,1984.214,58,1951,2,100,2022-07-04 21:17:10.064000,49E292D8,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,No
62c3332563e265c0c3adcfc1,5ded38c39f631c3f7601388f,APPROVED,2022-07-04 18:36:30.618000,2022-07-04 18:54:27.621000,1077.003,39,438,0,100,2022-07-04 21:17:10.119000,49E292D8,United States,United States,Full-Time,English,United States,Female,No
62c3332bd982ae754322787b,5e2b74daae56b71b9d24d89b,APPROVED,2022-07-04 18:36:27.491000,2022-07-04 18:53:37.490000,1029.999,66,2682,5,100,2022-07-04 21:17:10.170000,49E292D8,Japan,United States,Part-Time,English,United States,Female,No
62c336890c96545383c0a9c8,5fb96682a2e58b7e38a6f5d6,APPROVED,2022-07-04 18:50:51.924000,2022-07-04 19:08:17.400000,1045.476,33,1569,6,100,2022-07-04 21:17:10.221000,49E292D8,United States,United States,Unemployed (and job seeking),English,United States,Female,Yes
62c33b9e5d364ea889875499,628f9ef985fa6d3dc816672c,RETURNED,2022-07-04 19:12:49.108000,,513696.313163,30,313,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62c33bad3e4564d6b82222eb,6282575ebe32fdc6268babc8,APPROVED,2022-07-04 19:12:49.972000,2022-07-04 19:27:04.486000,854.514,50,347,0,100,2022-07-04 21:17:10.546000,49E292D8,United States,United States,Unemployed (and job seeking),English,United States,Female,No
62c33bae02fa3b316de4628e,61206e8d3e6a6ccdd064637c,APPROVED,2022-07-04 19:13:02.930000,2022-07-04 19:46:26.240000,2003.31,61,1531,10,99,2022-07-04 21:17:10.599000,49E292D8,Panama,United States,Other,English,United States,Male,No
62c33bb3ed68a66ecff9e747,5720a9f6fd3a5200113c1891,APPROVED,2022-07-04 19:12:51.314000,2022-07-04 19:42:08.631000,1757.317,50,2321,3,100,2022-07-04 21:17:10.652000,49E292D8,United States,United States,Full-Time,English,United States,Female,No
62c33bb56773dec3f85a2c92,60fd080d5476f4a77211bafb,APPROVED,2022-07-04 19:13:30.668000,2022-07-04 19:35:12.316000,1301.648,33,1234,2,100,2022-07-04 21:17:10.709000,49E292D8,United States,United States,Full-Time,English,United States,Female,No
62c34310b65008d6df5a2c73,5e09ffd8fa3d102a583771c1,APPROVED,2022-07-04 19:44:19.460000,2022-07-04 20:04:47.283000,1227.823,34,2383,1,100,2022-07-04 21:17:10.769000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Female,No
62c358ee5d6a953b7ecbe6c5,5dfe8e7bdc8535b21b18ea2f,APPROVED,2022-07-04 21:17:34.537000,2022-07-04 21:34:37.138000,1022.601,42,3225,3,100,2022-07-04 21:37:24.095000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Male,No
62c358f6be3b6b89f03bdaf7,56e6a66af6ed900006a5867c,APPROVED,2022-07-04 21:17:42.327000,2022-07-04 21:42:43.678000,1501.351,42,4158,17,100,2022-07-04 21:43:03.588000,49E292D8,United States,United States,Part-Time,English,United States,Male,No
62c359009ca8bca3eba62e62,6149256f6335b06ade3723e0,APPROVED,2022-07-04 21:17:52.789000,2022-07-04 21:38:01.521000,1208.732,33,1083,1,100,2022-07-04 21:43:03.055000,49E292D8,United States,United States,Other,English,United States,Male,No
62c359055e03073dfccfdd79,5d60b5beea1c1c0001c98bf6,APPROVED,2022-07-04 21:19:15.438000,2022-07-04 21:56:09.029000,2213.591,64,2356,0,100,2022-07-05 07:17:24.082000,49E292D8,United States,United States,Full-Time,English,United States,Female,No
62c35914950ef47318ea023a,5e2610aad15fdb000c054503,APPROVED,2022-07-04 21:18:19.398000,2022-07-04 21:45:43.309000,1643.911,58,2347,11,99,2022-07-04 21:45:51.397000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
62c35fa54d3a7a51ae2a8ca4,5f36cb5c5a67570e141f4ef3,APPROVED,2022-07-04 21:46:22.203000,2022-07-04 22:06:55.950000,1233.747,51,1831,11,98,2022-07-05 07:17:24.143000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
62c35fc0cb81f177e2a3a45d,5c2fcd716ea6880001dc8e3d,APPROVED,2022-07-04 21:46:42.277000,2022-07-04 22:02:12.603000,930.326,58,3190,8,100,2022-07-05 07:17:24.194000,49E292D8,United States,United States,Full-Time,English,United States,Female,No
62c35fcaf526694a032a8cb4,55abb1a5fdf99b501fab62e3,APPROVED,2022-07-04 21:46:57.965000,2022-07-04 22:17:57.356000,1859.391,79,3756,4,100,2022-07-05 07:17:24.246000,49E292D8,United States,United States,Full-Time,English,United States,Male,No
62c35fd6761ea68b722222ca,5f98ab718920801c578363ab,APPROVED,2022-07-04 21:51:39.473000,2022-07-04 22:35:14.011000,2614.538,40,1805,5,100,2022-07-05 07:17:24.298000,49E292D8,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
62c35fe98a3a9851abe4627e,58e79ac632bebb0001b741ec,APPROVED,2022-07-04 21:47:21.956000,2022-07-04 22:04:21.895000,1019.939,47,2520,13,99,2022-07-05 07:17:24.350000,49E292D8,United States,United States,Full-Time,English,United States,Female,No
