"","subj_id","test_part","prior","post","eig","type"
"1","10062743","nonpretend",0.513429841307832,0.548746138224025,0.673620787201104,"basic"
"2","1015e437","nonpretend",0.267721199521651,0.558725813324144,0.281926456504139,"basic"
"3","10262162","nonpretend",0.39211082641159,1.00573457303099,0.776626111265501,"basic"
"4","10360c57","nonpretend",0.26168394366379,1.52858732843479,0.107773876664017,"basic"
"5","1045ed55","nonpretend",0.376611734165278,0.486606873532298,0.890370377377162,"basic"
"6","1055e9b4","nonpretend",-0.0893593570448394,4.20170663705416,0.816192969967367,"basic"
"7","1065a78e","nonpretend",0.170576184422496,1.73266093371139,0.734881776156972,"basic"
"8","10856f93","nonpretend",0.493310762087367,0.620529384624142,0.252305968730408,"basic"
"9","1086151e","nonpretend",0.0576213760812964,0.437117346915057,1.31587609036008,"basic"
"10","1095eac8","nonpretend",0.974719854314041,0.861751575480706,0.593634557353156,"basic"
"11","110601e1","nonpretend",0.0148960604470208,1.14566659005671,0.247723125372214,"basic"
"12","11261151","nonpretend",0.361587705125968,0.874463942292485,0.78583827952796,"basic"
"13","113611ff","nonpretend",0.675493190529494,0.564265386193017,1.58278608797546,"basic"
"14","1155e12b","nonpretend",0.55119786422997,0.635800140875689,0.865485655856484,"basic"
"15","1175be08","nonpretend",0.21287534627796,0.840175627348575,1.24418055854795,"basic"
"16","11859e74","nonpretend",1.23534086714938,0.591980753420281,0.271304544598392,"basic"
"17","1195d810","nonpretend",-0.318409392402993,0.39704533151336,0.952339492207746,"basic"
"18","11960bff","nonpretend",0.306704742544298,0.795374940633246,1.05578435154589,"basic"
"19","1205d612","nonpretend",0.274844326752641,0.712807503876448,0.752451123621649,"basic"
"20","12156ec9","nonpretend",0.215267604341788,0.569698190968835,0.486046772711451,"basic"
"21","1225e84b","nonpretend",0.282812969396608,1.1137752533356,0.459528421923893,"basic"
"22","12355974","nonpretend",0.643306782204396,0.598193038635879,0.824819642375634,"basic"
"23","12456435","nonpretend",0.53536359475138,0.644860055572071,0.126632893445174,"basic"
"24","1255a381","nonpretend",0.122572510437002,1.06874171821674,0.256523227157351,"basic"
"25","1265b954","nonpretend",0.498902613814833,0.803083304360545,0.619222482776137,"basic"
"26","12760de0","nonpretend",0.877559482269825,0.894382846043376,-0.02576534128641,"basic"
"27","129615f2","nonpretend",0.458995636706252,0.443099450623435,0.627530203907254,"basic"
"28","1306095f","nonpretend",0.132753607327678,0.996526223127899,1.01277704042762,"basic"
"29","132610cb","nonpretend",0.0402607392376564,2.64333667572621,1.31163448969014,"basic"
"30","13361112","nonpretend",0.350764166598788,1.17382442379405,0.38743780681801,"basic"
"31","13460f83","nonpretend",0.87619881995484,1.07978647989424,0.216497147648493,"basic"
"32","1365ff5f","nonpretend",1.30944578704553,1.62534446648621,-0.162465789673812,"basic"
"33","1375b666","nonpretend",0.308178366084366,0.890845222426544,0.255824569032367,"basic"
"34","138600c6","nonpretend",0.0883827219044715,0.443910285242906,1.50667471794312,"basic"
"35","13956259","nonpretend",0.488628857096054,0.632696311883153,0.842213627329696,"basic"
"36","1395d07c","nonpretend",0.361209246520764,0.856030028163102,0.335256617374066,"basic"
"37","1405a8b1","nonpretend",0.309715095897239,0.718916298107458,0.654640155146952,"basic"
"38","14162852","nonpretend",1.18151833824921,2.10941992704863,0.420519120010442,"basic"
"39","1425ade0","nonpretend",0.413440345320792,0.926833039429316,0.545164967691018,"basic"
"40","1435d8e2","nonpretend",0.488004789904843,2.36435885208633,0.254998243861919,"basic"
"41","14460fba","nonpretend",0.256590429082161,0.900277062276549,1.41639251872371,"basic"
"42","14560a55","nonpretend",0.793376129534264,0.544745555465549,1.32454557127065,"basic"
"43","1465bc9f","nonpretend",0.480930905291943,1.04252404646677,1.0687164106003,"basic"
"44","1475ffe4","nonpretend",-0.00878616486230695,0.290464028319543,0.988727153780353,"basic"
"45","1485ddd9","nonpretend",1.32236561999196,1.41496494976405,-0.577400236687895,"basic"
"46","14960f6e","nonpretend",0.199257347736999,1.02293504367755,-0.223897600710872,"basic"
"47","1506151e","nonpretend",0.874551540531853,0.732892985878073,0.4955229616468,"basic"
"48","1535aa44","nonpretend",0.571598257151927,0.525212347226897,0.303045321282265,"basic"
"49","1535c40e","nonpretend",0.548233466573673,0.37011996283825,1.21895495327217,"basic"
"50","154629e3","nonpretend",0.539939154837133,1.03395615249052,0.557136963862252,"basic"
"51","1555eb02","nonpretend",-0.504898127809716,1.37531308300344,1.95604726061351,"basic"
"52","156565bd","nonpretend",0.607669328603021,0.755348472311332,0.325162939315786,"basic"
"53","1575d8a6","nonpretend",0.300220007325419,0.269575254151641,0.56302985897292,"basic"
"54","1585b70e","nonpretend",0.275745134030882,0.794377055794003,0.995020049343541,"basic"
"55","1585d9c6","nonpretend",0.414331329676966,0.535702040182524,1.16053195055754,"basic"
"56","1595c50c","nonpretend",0.643143832567044,0.357611439853914,0.49172628237775,"basic"
"57","1605d634","nonpretend",0.297284074526432,0.440945766914204,2.11527278388762,"basic"
"58","1615edfb","nonpretend",0.646040888034738,1.32033109135283,0.0198509077690268,"basic"
"59","1635dd72","nonpretend",0.310507864240295,0.726101181695187,0.840283724597343,"basic"
"60","16460885","nonpretend",0.259529026964959,1.57989268146722,0.400372291951704,"basic"
"61","1655e78b","nonpretend",0.167542960229462,0.701167250087774,0.262657570299639,"basic"
"62","1665dec8","nonpretend",0.872868210816407,1.96906067861989,0.125634439348674,"basic"
"63","16761085","nonpretend",0.128391138975191,0.458061593244599,0.830718095242239,"basic"
"64","1685c072","nonpretend",0.260584415166767,1.79738095517099,0.383594374794645,"basic"
"65","1695ba06","nonpretend",0.19195093931125,0.426394588221882,0.252790368698656,"basic"
"66","17160e5e","nonpretend",0.304878018491519,0.960090591624434,1.96519295756885,"basic"
"67","17462bb3","nonpretend",0.462917810297178,0.867033563782941,0.961143814765571,"basic"
"68","1755dcf4","nonpretend",0.327888960340449,1.17547807803586,-0.0653072030297735,"basic"
"69","1765b975","nonpretend",0.592344011782593,0.329511449410108,0.638978850666651,"basic"
"70","17862b06","nonpretend",0.37901571165571,1.10899360115697,0.459362098923756,"basic"
"71","1795dbb9","nonpretend",0.38169504837777,0.394769370713172,0.189287356083442,"basic"
"72","18061081","nonpretend",0.618925344584179,0.79930159176361,0.811117609676896,"basic"
"73","18160fda","nonpretend",0.321482326593866,0.891295411274713,1.0659922542525,"basic"
"74","1825c3d0","nonpretend",0.384808115787853,0.506996785494393,0.739014147212994,"basic"
"75","1835fc29","nonpretend",0.422033018890569,0.804586276786028,0.652961018816874,"basic"
"76","1855f038","nonpretend",0.181956858865484,0.316834535109645,1.82745007657953,"basic"
"77","1865f0d2","nonpretend",0.872754027016597,0.680581253606628,1.67379634258954,"basic"
"78","187611b0","nonpretend",0.38361017731841,0.923837715534708,0.0910688516485093,"basic"
"79","1885a9f5","nonpretend",0.633261064212106,0.973324262283311,0.570439692366486,"basic"
"80","1895bf40","nonpretend",0.287299402890736,0.670751726215487,0.59141783448107,"basic"
"81","1905ee23","nonpretend",0.633136646350217,0.798592406269299,0.939067901822786,"basic"
"82","19162353","nonpretend",0.587189436589262,0.370804444636189,0.536953073389215,"basic"
"83","19260722","nonpretend",0.415502963281183,1.13909903417386,0.376235473014701,"basic"
"84","19361664","nonpretend",0.724344392297269,0.410678588887227,1.18941788167305,"basic"
"85","1955d41d","nonpretend",0.354480081403362,0.551799677275267,0.264589462951173,"basic"
"86","1975fc6e","nonpretend",1.12628540369157,0.794521639299005,0.109142408310233,"basic"
"87","198614c1","nonpretend",0.26434646387478,3.84326034508332,1.62194698841698,"basic"
"88","199629fa","nonpretend",0.152863519173895,2.02118143099446,-0.0910067822643758,"basic"
"89","2005f6e2","nonpretend",0.186044259591703,0.649650201100195,0.00404278625362258,"basic"
"90","2025c102","nonpretend",0.875174492309643,0.87035691263672,0.352683203191554,"basic"
"91","2036029a","nonpretend",0.429905189233872,0.826620620133315,-0.125924449115323,"basic"
"92","2046266b","nonpretend",0.806647554998678,1.0674830380805,0.523036688555482,"basic"
"93","2055b625","nonpretend",0.00942436714593091,0.415804533140845,0.19227219032524,"basic"
"94","2065d425","nonpretend",0.361342875376494,0.29286704326975,0.386161176400647,"basic"
"95","208601fc","nonpretend",0.472243419767425,0.673980189191788,1.18073740143321,"basic"
"96","2095c3c7","nonpretend",0.21264995774741,1.73561223184527,0.0951205690074734,"basic"
"97","2115ecee","nonpretend",0.453162019937408,1.11915042736115,0.0918764978618522,"basic"
"98","212627e6","nonpretend",0.455949652954021,1.46072821766064,0.162234252412968,"basic"
"99","214622a4","nonpretend",0.59133947327981,2.0553001112589,0.410646852402209,"basic"
"100","215608f3","nonpretend",0.727950699104285,0.521509121648775,0.712193930934912,"basic"
"101","2165ed9c","nonpretend",0.535506435072229,0.188520384177238,0.593174266187305,"basic"
"102","21857dd1","nonpretend",0.847921288672754,1.04872365170318,0.190491859471969,"basic"
"103","2185deb3","nonpretend",0.324256964361047,0.329595235894773,0.189956600113601,"basic"
"104","2195e373","nonpretend",0.954415253696929,0.982087023164169,0.10586525007015,"basic"
"105","220629e7","nonpretend",0.589670916703346,0.393936253644489,1.40880743475571,"basic"
"106","2215f2e0","nonpretend",0.129081009401063,0.896065225229344,0.456659883445988,"basic"
"107","2225e967","nonpretend",0.320308851211018,1.42535577312709,0.455324950217406,"basic"
"108","2235cd8d","nonpretend",1.13695305093313,0.97792408089248,0.474540946426966,"basic"
"109","2245fec0","nonpretend",0.366707429255515,0.404492747517025,0.859252911086466,"basic"
"110","2255a020","nonpretend",0.45389379989099,0.530597346960488,0.878109238350906,"basic"
"111","2265e1f8","nonpretend",1.24753159513047,0.64126798537773,0.181943406427209,"basic"
"112","227594ec","nonpretend",0.586357075596623,0.63288765719959,0.504486192006405,"basic"
"113","22862855","nonpretend",0.464458442383205,0.499348996793112,0.654580441113391,"basic"
"114","2295bb31","nonpretend",0.315315771646759,1.74675370304393,0.24336647484752,"basic"
"115","23060fdf","nonpretend",0.0308347965025823,0.450776083295845,1.19815837677629,"basic"
"116","2315dd9f","nonpretend",0.337269449346356,0.815684748354992,0.927827937447061,"basic"
"117","23160a30","nonpretend",0.999073561798216,0.811633716379623,-0.315232841136407,"basic"
"118","232597fe","nonpretend",0.115452817135244,1.36333190473574,0.674385204049365,"basic"
"119","23362965","nonpretend",0.215963047736688,0.62995220592922,0.913012053857746,"basic"
"120","23462be4","nonpretend",0.715207412655492,1.09175914768462,2.59274827039205,"basic"
"121","2355c5fc","nonpretend",0.313014072454899,0.840128959373501,0.596054993404272,"basic"
"122","2365e176","nonpretend",0.183041832195111,2.1418907612882,0.857275175798613,"basic"
"123","2375ee93","nonpretend",0.607050263979596,0.227121865787814,0.336437428691045,"basic"
"124","2385db9a","nonpretend",0.0945765626649481,3.82493664554432,0.174632380029311,"basic"
"125","2405f50b","nonpretend",0.154370673276228,1.55617585710047,0.387099937330366,"basic"
"126","24160734","nonpretend",0.963443899894869,0.348361225217122,0.646859894070856,"basic"
"127","24260a6b","nonpretend",0.0876656483515562,0.42841785968053,1.05363384262407,"basic"
"128","2436009e","nonpretend",-0.149279189663205,0.465547832250974,1.00085566941323,"basic"
"129","24462a01","nonpretend",0.325803329558723,1.74844673379648,0.754211712333501,"basic"
"130","2455fb20","nonpretend",0.666594261854109,0.678063109208616,0.633776514171818,"basic"
"131","246047c","nonpretend",0.0931142593134829,0.320324177880928,0.986395836802667,"basic"
"132","24761036","nonpretend",0.448182396563773,1.18132972892166,-0.00180740141064853,"basic"
"133","24860fce","nonpretend",0.284488798154905,0.761939251088319,0.497045006203267,"basic"
"134","24962879","nonpretend",0.686748146306431,1.93009646376946,0.217493469080565,"basic"
"135","2506273e","nonpretend",0.868623537323739,0.636422224551857,0.352271017689057,"basic"
"136","2515d445","nonpretend",0.459324697564937,0.642732896765902,1.83290127659353,"basic"
"137","2525e65c","nonpretend",-0.0545539748308135,0.207220873856798,0.575046000709329,"basic"
"138","2535e937","nonpretend",0.284849259418123,0.427796332587503,1.23029464179548,"basic"
"139","25462912","nonpretend",0.152742937824178,1.08661172323505,0.505182987731994,"basic"
"140","2555fa8a","nonpretend",-0.0773476228879434,1.01153714536303,0.739814258677212,"basic"
"141","2566165d","nonpretend",0.432265320403191,1.0078645732678,2.01520562601603,"basic"
"142","2575e74f","nonpretend",0.419015141039494,0.994182610045493,0.84254893248024,"basic"
"143","258628f7","nonpretend",0.715773079709153,1.14792167899981,0.795612923972266,"basic"
"144","259558cd","nonpretend",0.865862746534891,0.742367415277396,0.0125715429769482,"basic"
"145","2605c101","nonpretend",0.68348950797423,0.60167022098587,0.550723174607479,"basic"
"146","2615c72f","nonpretend",0.61443876884692,1.15116714320792,0.571403940488758,"basic"
"147","2625e2cd","nonpretend",0.583216798797404,0.587833308588908,1.63570130671714,"basic"
"148","2635bc0a","nonpretend",0.244922173527549,1.08160762188357,1.21162139050384,"basic"
"149","2646107d","nonpretend",-0.134695824625367,0.261259507491537,1.05011436752638,"basic"
"150","2660674","nonpretend",-0.0199208831416392,1.84130463837234,0.532348771881753,"basic"
"151","2665f2dd","nonpretend",0.284209796335154,1.1031180586622,0.893836188881052,"basic"
"152","2675ef93","nonpretend",1.49790733235218,0.859156541572455,0.0284055948916405,"basic"
"153","2685f763","nonpretend",0.447195613718117,0.961018076797789,1.26255878538527,"basic"
"154","2695acd2","nonpretend",0.406616630522201,1.23525174899239,0.472985141473087,"basic"
"155","2705dcca","nonpretend",0.894299518657325,1.73010942429694,3.78493878644862,"basic"
"156","2715b5c8","nonpretend",0.131253869217096,1.27012210177897,0.446685424113637,"basic"
"157","2725f42a","nonpretend",0.261507765730522,1.34776383107418,0.881443500653054,"basic"
"158","27461098","nonpretend",0.450308192226162,1.27918853199207,0.836636221369922,"basic"
"159","2755c328","nonpretend",0.295843600492608,1.56359303364972,0.160101584712135,"basic"
"160","275e583","nonpretend",0.245195367731404,0.483909999153732,0.285929560865607,"basic"
"161","2775cb4c","nonpretend",0.655294758479762,1.21228669946954,-0.000810003389471728,"basic"
"162","27962bdc","nonpretend",0.447163255589509,0.9575723014893,0.611416698878523,"basic"
"163","28162a77","nonpretend",0.401501452033758,1.05223058746434,-0.0934205611080568,"basic"
"164","2825ce9c","nonpretend",0.741174376477245,0.657083721229649,0.148857926190312,"basic"
"165","2845f5e3","nonpretend",0.0977235620910254,0.745874002676817,0.0976845406180417,"basic"
"166","2855e9f3","nonpretend",0.355700106461289,2.74801477862354,0.204443879295226,"basic"
"167","285df4e","nonpretend",0.472341903451922,0.598650979822799,0.966546596919306,"basic"
"168","2866111a","nonpretend",0.0990447621471549,1.23792785201559,0.319397525542883,"basic"
"169","28858211","nonpretend",0.547318536094498,0.485028037029411,0.654070043618977,"basic"
"170","2896111d","nonpretend",0.581002913888826,0.907030427688207,0.172899600925289,"basic"
"171","29159dc4","nonpretend",0.00156524084473214,0.369919528926841,0.789367375070603,"basic"
"172","29262a0f","nonpretend",0.382012101915505,1.08688649796619,1.50459419008095,"basic"
"173","29362364","nonpretend",0.255751208467304,1.03917304339235,0.276161324505724,"basic"
"174","2955d424","nonpretend",0.369270977234348,0.560942194422593,0.262667970392403,"basic"
"175","2962a48","nonpretend",0.486756051500113,0.52750494261257,2.84805419542592,"basic"
"176","2966286b","nonpretend",0.540052937474596,1.2088745505012,0.463128556690476,"basic"
"177","29760db3","nonpretend",0.543665680476377,0.415911359827167,0.902165664977668,"basic"
"178","298629f6","nonpretend",0.34123190573921,0.555157769483849,0.213438116282608,"basic"
"179","2995fc5f","nonpretend",0.163809196701135,0.31220293330609,0.637527497551907,"basic"
"180","3005d740","nonpretend",0.449950928606879,0.526332486526005,0.900301781312995,"basic"
"181","30160ff2","nonpretend",0.291227652256671,1.10311772650443,0.343450714493045,"basic"
"182","3025f6f7","nonpretend",0.318757902220446,0.280916676164565,0.877626621352091,"basic"
"183","3035e277","nonpretend",0.268585984898051,0.553031645055744,1.72415824254201,"basic"
"184","3045e606","nonpretend",-0.40477580349311,1.77661742125464,0.563917925937714,"basic"
"185","3055a84f","nonpretend",0.550500211780962,0.679607937067675,1.40025312738045,"basic"
"186","30594a9","nonpretend",1.16208412538579,1.60200939601042,0.015963805311704,"basic"
"187","3065d88f","nonpretend",0.314817641421093,0.944062127366046,0.362442683976167,"basic"
"188","3075ba29","nonpretend",0.353697405222577,0.620314180597065,0.727260699683097,"basic"
"189","309628e5","nonpretend",0.25239431520068,2.0028936300661,2.2680673186356,"basic"
"190","31055b67","nonpretend",0.549692917163453,0.744682054893628,0.338214874598983,"basic"
"191","3135b48f","nonpretend",0.502623993910698,0.533890278476916,0.257517772162102,"basic"
"192","315629e1","nonpretend",0.0714412916270599,2.42808663155416,-0.154977341220573,"basic"
"193","31656580","nonpretend",0.184850327354743,0.466262667040433,0.657183628479017,"basic"
"194","3175e24f","nonpretend",0.680069716818464,0.476866459256996,0.658769515542611,"basic"
"195","318614de","nonpretend",0.403345768413506,1.05489809434604,1.18644482034237,"basic"
"196","3195cb67","nonpretend",0.45203914152978,1.54148205839987,0.234388781456929,"basic"
"197","3205dd35","nonpretend",0.680326134505252,0.686159663278658,1.14530408032721,"basic"
"198","3215e4e8","nonpretend",0.181685329432352,0.512339891150989,3.24688454027935,"basic"
"199","32360fe3","nonpretend",0.408033346155115,1.37076981968001,0.695473512263586,"basic"
"200","3255eacb","nonpretend",0.641865291758222,0.702511130875921,0.31225601662146,"basic"
"201","325aebb","nonpretend",0.398744028876982,1.01897281062052,0.31890605390977,"basic"
"202","32756f2a","nonpretend",0.163636093638972,0.649594780747197,0.887428657747569,"basic"
"203","32862baf","nonpretend",0.655456113241952,1.37413760734467,0.309163042080074,"basic"
"204","32961506","nonpretend",0.391121872165999,0.714392176829238,0.697140541146045,"basic"
"205","3305f0fd","nonpretend",0.542766411637563,0.748719443150708,1.10255004284355,"basic"
"206","3315f7cf","nonpretend",0.546710271308786,0.416602969668428,1.20448228198757,"basic"
"207","3325bbf5","nonpretend",0.773915943793485,0.271545665133629,1.01435448169364,"basic"
"208","33361021","nonpretend",0.463131979158291,0.615454133106153,0.166577638645555,"basic"
"209","33462b5e","nonpretend",0.404885447987331,1.2625180624763,-0.00725616232761609,"basic"
"210","3360fd0","nonpretend",0.842044964087916,0.484012010938267,0.397362250737778,"basic"
"211","3365f048","nonpretend",0.618631952487816,0.768910910760495,0.788991382039016,"basic"
"212","33962729","nonpretend",0.183749849725837,0.232760529625952,0.66404707691214,"basic"
"213","3405dcea","nonpretend",0.19011737545981,2.43047394212279,0.690778278707369,"basic"
"214","341628ff","nonpretend",0.671168607800219,0.804007317904741,0.210578209470058,"basic"
"215","3425c40b","nonpretend",0.445414935442905,1.82215951074117,0.185436989614933,"basic"
"216","3436266a","nonpretend",0.15005151275018,1.98706803182032,0.0666413644663467,"basic"
"217","3445f055","nonpretend",1.42698965557543,1.35804911814655,-0.0109897706330502,"basic"
"218","3455ccba","nonpretend",0.416100243468464,1.05247636511932,0.0797425907371505,"basic"
"219","3462b22","nonpretend",0.0882002256623355,0.40843131127023,1.18167389095857,"basic"
"220","34760b3e","nonpretend",0.547473648582574,0.793173735492981,0.64279827774176,"basic"
"221","3485e2d9","nonpretend",0.260579611227155,1.2724057784836,-0.155754038663081,"basic"
"222","35060e45","nonpretend",0.844428065807188,1.6799076218744,-0.00925105893368246,"basic"
"223","3525ae59","nonpretend",0.150336287713138,0.672641494241485,0.894903988288364,"basic"
"224","35359d8a","nonpretend",0.421269303964565,6.91238530694031,0.0907200232591989,"basic"
"225","35460569","nonpretend",0.144902081097275,0.917790783260466,0.385644176814398,"basic"
"226","355ef42","nonpretend",0.252989589491307,1.01996741239738,4.69089718978193,"basic"
"227","356601e1","nonpretend",0.452182535221128,1.09745332823737,0.479955065634415,"basic"
"228","35762963","nonpretend",0.251559264161977,1.52677969576621,2.89572430369907,"basic"
"229","35955b2d","nonpretend",0.35776477273477,0.37520811777142,0.405003795775509,"basic"
"230","3605dcf7","nonpretend",0.470049131479388,0.831465602812905,0.161779047899121,"basic"
"231","3625e2b7","nonpretend",0.230178871832346,2.05221966159189,0.0509815225534263,"basic"
"232","3635ded3","nonpretend",0.770977440377771,0.677918738784509,0.699000365577527,"basic"
"233","365f063","nonpretend",0.905482332293138,1.16109638078647,0.0260324993336967,"basic"
"234","3665fb96","nonpretend",0.190855471896975,1.64789000716402,1.66812384935684,"basic"
"235","36862825","nonpretend",0.222894692445742,1.31287216169376,0.423655940249034,"basic"
"236","36961206","nonpretend",0.476684979735825,0.712377862914703,1.49648174771827,"basic"
"237","37060fd0","nonpretend",0.415653691746102,0.819375222949989,0.720971993575374,"basic"
"238","3715720a","nonpretend",0.329246940776312,0.528956942087345,0.318348485882203,"basic"
"239","3735e09f","nonpretend",0.152326697621241,2.19713925719904,0.189811187367732,"basic"
"240","375d9eb","nonpretend",0.349497202863534,0.873054230722055,0.498945567900838,"basic"
"241","3765e261","nonpretend",-0.0969046635138302,2.73364161043331,1.33677177906286,"basic"
"242","3775dfe8","nonpretend",0.353138207873381,0.626814635310242,0.799450499668139,"basic"
"243","3785d60b","nonpretend",0.459618108111675,1.46071836360249,0.946630640424276,"basic"
"244","37956e6a","nonpretend",0.364885853238879,0.965014910705847,0.663610169169563,"basic"
"245","3805f36c","nonpretend",0.214612494928761,0.50407030296085,0.882924481050025,"basic"
"246","3815c2fc","nonpretend",0.310841836677332,0.275068431379078,0.649840151205053,"basic"
"247","38255abb","nonpretend",0.137686809795888,1.62565151162882,-0.00465625418482954,"basic"
"248","38358e79","nonpretend",0.473240055569311,0.434208659091941,0.328317695277558,"basic"
"249","3845f98a","nonpretend",0.383912888490256,0.622859705198952,0.304959203749291,"basic"
"250","38461050","nonpretend",0.646717584405228,1.20468041580882,1.1954518020386,"basic"
"251","3855fb48","nonpretend",0.544472185160981,0.614606911286275,1.42390319977067,"basic"
"252","3862b34","nonpretend",0.573461857729824,0.619511990174917,1.06674417845616,"basic"
"253","3865b208","nonpretend",0.878100978007171,0.631765561489791,0.851349163180419,"basic"
"254","38756b4f","nonpretend",0.183073351099209,0.741545992191207,0.134969539708723,"basic"
"255","3895cd10","nonpretend",0.335610654770841,0.872399401564628,3.08188595614313,"basic"
"256","3905f3d6","nonpretend",0.0627626050952654,0.128063972182551,0.179644840052956,"basic"
"257","3915d649","nonpretend",0.382854716589501,0.444096177372166,0.411006878105004,"basic"
"258","3925e46d","nonpretend",0.232444427349679,1.51003142543314,0.397872990479897,"basic"
"259","3935afe3","nonpretend",0.764447669753715,0.562485832566243,0.595493432658274,"basic"
"260","39560c93","nonpretend",0.0301334203026713,0.180235071036072,1.07209517349727,"basic"
"261","3961087","nonpretend",0.167703358932517,0.873357708462769,1.61264914400354,"basic"
"262","39661080","nonpretend",0.520632332195959,0.577350820688944,0.739167866946584,"basic"
"263","39758595","nonpretend",0.230105910709085,0.699515241396898,0.566061419889955,"basic"
"264","39862c2f","nonpretend",0.526321470246395,0.921397307089652,1.49405182097182,"basic"
"265","40161346","nonpretend",0.511150457637103,0.699683438549955,1.25873707348864,"basic"
"266","4025bd4c","nonpretend",0.451931984527338,0.734257911537018,0.711199881773751,"basic"
"267","403606df","nonpretend",0.170157755436657,0.337644815001779,0.526736277014682,"basic"
"268","4045e29d","nonpretend",0.371980746366966,0.958872796375803,0.203134190248178,"basic"
"269","4056134e","nonpretend",0.383496654333366,0.822232568474027,0.215584184001899,"basic"
"270","4060fed","nonpretend",0.433731859605203,0.702064350506362,0.330686263064788,"basic"
"271","4075ecff","nonpretend",0.330643042864316,0.795845806947412,2.42072688325084,"basic"
"272","4085d1aa","nonpretend",0.437079059205318,0.785163517781003,0.740999249056993,"basic"
"273","4096100c","nonpretend",0.692621845204445,1.24549474899828,0.190734778068843,"basic"
"274","4106143a","nonpretend",0.29438822953761,0.58186044073706,0.357887781146429,"basic"
"275","41160c80","nonpretend",0.4865990260105,1.09131073089846,0.252644818464405,"basic"
"276","41258064","nonpretend",0.146154045689967,3.57854264714415,-0.0564633943497191,"basic"
"277","41462926","nonpretend",1.41937955261733,1.72033442206916,1.08616108567176,"basic"
"278","4156111a","nonpretend",0.526374461998815,0.821960241073003,0.824807545408752,"basic"
"279","415c032","nonpretend",0.524467432285721,0.519192527848151,0.352855065587434,"basic"
"280","4175e52d","nonpretend",0.560037497865717,0.667616589758969,1.16912405971234,"basic"
"281","41861083","nonpretend",0.185339117585951,0.657397430691219,0.155019471915507,"basic"
"282","41957864","nonpretend",0.308295297767134,0.814353112594701,0.3619175005451,"basic"
"283","42060fcc","nonpretend",0.567607296963576,1.32666762183749,1.22563201307796,"basic"
"284","4216298f","nonpretend",0.687349212492593,1.21222112146751,0.578594185200782,"basic"
"285","42262b5d","nonpretend",1.06805567629267,0.991268163306471,0.257441045638395,"basic"
"286","4235fd0e","nonpretend",0.234156670647309,1.03702999759609,1.2072244706216,"basic"
"287","4246000c","nonpretend",0.209920038829765,0.829256938302655,1.36910613779649,"basic"
"288","426628e1","nonpretend",0.786200069871613,1.49890399274524,0.122107654004527,"basic"
"289","4285ae9c","nonpretend",0.489649020844191,0.481579996292416,0.343454429047974,"basic"
"290","429614f2","nonpretend",-0.383902420533926,10.1963237770898,1.08086554994707,"basic"
"291","43054846","nonpretend",0.385052324124865,0.598202408225837,0.979166482885658,"basic"
"292","43160fd6","nonpretend",0.334325041084738,0.655798974243169,0.337371090372142,"basic"
"293","43262b20","nonpretend",-0.143946256976258,0.321084583127544,0.841781372568912,"basic"
"294","43361520","nonpretend",0.746633577879853,1.27763606238958,0.34365159502546,"basic"
"295","4345f49f","nonpretend",0.562720976339851,1.08425318324025,2.66844359281013,"basic"
"296","4355a78b","nonpretend",0.253382655594488,1.32765375727159,0.0950241840330623,"basic"
"297","4360833","nonpretend",0.324064577153347,2.16205990497142,-0.0827313446168812,"basic"
"298","4365a3bd","nonpretend",0.616673661767522,0.841502944770143,0.334850420301933,"basic"
"299","4375f507","nonpretend",0.302595383392065,0.433263921042346,0.511115550427806,"basic"
"300","43856210","nonpretend",0.496850327638121,0.445955516321301,0.643417249384306,"basic"
"301","44061549","nonpretend",0.126189551745954,1.71264410235732,-0.0266534787709431,"basic"
